Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
UBFO,United Security Bancshares,United Security Bancshares - Common Stock,Q,N,N,100.0
UBOH,"United Bancshares, Inc.","United Bancshares, Inc. - Common Stock",G,N,N,100.0
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock",Q,N,N,100.0
UCBI,"United Community Banks, Inc.","United Community Banks, Inc. - Common Stock",Q,N,N,100.0
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100.0
UEIC,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock,Q,N,N,100.0
UFCS,"United Fire Group, Inc","United Fire Group, Inc - Common Stock",Q,N,N,100.0
UFPI,"Universal Forest Products, Inc.","Universal Forest Products, Inc. - Common Stock",Q,N,N,100.0
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock",S,N,N,100.0
UG,United,"United-Guardian, Inc. - Common Stock",G,N,N,100.0
UGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Gold ETN,G,N,N,100.0
UHAL,Amerco,Amerco - Common Stock,Q,N,N,100.0
ULBI,Ultralife Corporation,Ultralife Corporation - Common Stock,G,N,N,100.0
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.","Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock",Q,N,N,100.0
ULTR,Ultrapetrol (Bahamas) Limited,Ultrapetrol (Bahamas) Limited - common stock,Q,N,N,100.0
UMBF,UMB Financial Corporation,UMB Financial Corporation - Common Stock,Q,N,N,100.0
UNAM,Unico American Corporation,Unico American Corporation - Common Stock,G,N,N,100.0
UNB,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock",G,N,N,100.0
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc. - Common Stock",Q,N,N,100.0
UNTY,"Unity Bancorp, Inc.","Unity Bancorp, Inc. - Common Stock",G,N,N,100.0
UPLD,"Upland Software, Inc.","Upland Software, Inc. - Common Stock",G,N,N,100.0
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc. - Common Stock",Q,N,N,100.0
USAP,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. - Common Stock",Q,N,N,100.0
USEG,U.S. Energy Corp.,U.S. Energy Corp. - Common Stock,S,N,N,100.0
USLM,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. - Common Stock",Q,N,N,100.0
USLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Silver ETN,G,N,N,100.0
UTHR,United Therapeutics Corporation,United Therapeutics Corporation - Common Stock,Q,N,N,100.0
UTMD,"Utah Medical Products, Inc.","Utah Medical Products, Inc. - Common Stock",Q,N,N,100.0
UTSI,UTStarcom Holdings Corp,UTStarcom Holdings Corp - Ordinary Shares,Q,N,N,100.0
UVSP,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania - Common Stock,Q,N,N,100.0
VALU,"Value Line, Inc.","Value Line, Inc. - Common Stock",G,N,N,100.0
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial Corp. - Common Stock,S,N,D,100.0
VBIV,VBI Vaccines Inc.,VBI Vaccines Inc. - Common Stock,S,N,N,100.0
VBLT,Vascular Biogenics Ltd.,Vascular Biogenics Ltd. - Ordinary Shares,G,N,N,100.0
VBND,Vident Core U.S. Bond Strategy Fund,Vident Core U.S. Bond Strategy Fund,G,N,N,100.0
VBTX,"Veritex Holdings, Inc.","Veritex Holdings, Inc. - Common Stock",G,N,N,100.0
VCEL,Vericel Corporation,Vericel Corporation - Common Stock,S,N,N,100.0
VCIT,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF,G,N,N,100.0
VCLT,Vanguard Long,Vanguard Long-Term Corporate Bond ETF,G,N,N,100.0
VCSH,Vanguard Short,Vanguard Short-Term Corporate Bond ETF,G,N,N,100.0
VCYT,"Veracyte, Inc.","Veracyte, Inc. - Common Stock",G,N,N,100.0
VECO,Veeco Instruments Inc.,Veeco Instruments Inc. - Common Stock,Q,N,N,100.0
VGIT,Vanguard Intermediate,Vanguard Intermediate -Term Government Bond ETF,G,N,N,100.0
VGLT,Vanguard Long,Vanguard Long-Term Government Bond ETF,G,N,N,100.0
VGSH,Vanguard Short,Vanguard Short-Term Government ETF,G,N,N,100.0
VIA,Viacom Inc.,Viacom Inc. - Class A Common Stock,Q,N,N,100.0
VICR,Vicor Corporation,Vicor Corporation - Common Stock,Q,N,N,100.0
VIDE,Video Display Corporation,Video Display Corporation - Common Stock,G,N,D,100.0
VIDI,Vident International Equity Fund,Vident International Equity Fund,G,N,N,100.0
VIEW,"Viewtran Group, Inc.","Viewtran Group, Inc. - Common Stock",Q,N,N,100.0
VIIX,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Short Term ETN,G,N,N,100.0
VIRC,Virco Manufacturing Corporation,Virco Manufacturing Corporation - Common Stock,G,N,N,100.0
VLGEA,"Village Super Market, Inc.","Village Super Market, Inc. - Class A Common Stock",Q,N,N,100.0
VMBS,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF,G,N,N,100.0
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. - Common Stock,G,N,N,100.0
VNET,"21Vianet Group, Inc.","21Vianet Group, Inc. - American Depositary Shares",Q,N,N,100.0
VNOM,Viper Energy Partners LP,Viper Energy Partners LP - Common Unit,Q,N,N,100.0
VNQI,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF,G,N,N,100.0
VOD,Vodafone Group Plc,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Q,N,N,100.0
VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF,G,N,N,100.0
VONG,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF,G,N,N,100.0
VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF,G,N,N,100.0
VOXX,VOXX International Corporation,VOXX International Corporation - Class A Common Stock,Q,N,N,100.0
VRA,"Vera Bradley, Inc.","Vera Bradley, Inc. - Common Stock",Q,N,N,100.0
VRNS,"Varonis Systems, Inc.","Varonis Systems, Inc. - Common Stock",Q,N,N,100.0
VRNT,Verint Systems Inc.,Verint Systems Inc. - Common Stock,Q,N,N,100.0
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc. - Class A Common Stock",Q,N,N,100.0
VRSN,"VeriSign, Inc.","VeriSign, Inc. - Common Stock",Q,N,N,100.0
VRTS,"Virtus Investment Partners, Inc.","Virtus Investment Partners, Inc. - Common Stock",Q,N,N,100.0
VRTX,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated - Common Stock,Q,N,N,100.0
VSAT,"ViaSat, Inc.","ViaSat, Inc. - Common Stock",Q,N,N,100.0
VSEC,VSE Corporation,VSE Corporation - Common Stock,Q,N,N,100.0
VSTM,"Verastem, Inc.","Verastem, Inc. - Common Stock",G,N,N,100.0
VTHR,Vanguard Russell 3000 ETF,Vanguard Russell 3000 ETF,G,N,N,100.0
VTIP,Vanguard Short,Vanguard Short-Term Inflation-Protected Securities Index Fund,G,N,N,100.0
VTNR,"Vertex Energy, Inc","Vertex Energy, Inc - Common Stock",S,N,N,100.0
VTWG,Vanguard Russell 2000 Growth ETF,Vanguard Russell 2000 Growth ETF,G,N,N,100.0
VTWO,Vanguard Russell 2000 ETF,Vanguard Russell 2000 ETF,G,N,N,100.0
VTWV,Vanguard Russell 2000 Value ETF,Vanguard Russell 2000 Value ETF,G,N,N,100.0
VUSE,Vident Core US Equity ETF,Vident Core US Equity ETF,G,N,N,100.0
VWOB,Vanguard Emerging Markets Government Bond ETF,Vanguard Emerging Markets Government Bond ETF,G,N,N,100.0
VXUS,Vanguard Total International Stock ETF,Vanguard Total International Stock ETF,G,N,N,100.0
WABC,Westamerica Bancorporation,Westamerica Bancorporation - Common Stock,Q,N,N,100.0
WAFD,"Washington Federal, Inc.","Washington Federal, Inc. - Common Stock",Q,N,N,100.0
WASH,"Washington Trust Bancorp, Inc.","Washington Trust Bancorp, Inc. - Common Stock",Q,N,N,100.0
WATT,Energous Corporation,Energous Corporation - Common Stock,S,N,N,100.0
WAYN,Wayne Savings Bancshares Inc.,Wayne Savings Bancshares Inc. - Common Stock,G,N,N,100.0
WB,Weibo Corporation,Weibo Corporation - American Depositary Share,Q,N,N,100.0
WBA,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc. - Common Stock",Q,N,N,100.0
WDC,Western Digital Corporation,Western Digital Corporation - Common Stock,Q,N,N,100.0
WDFC,WD,WD-40 Company - Common Stock,Q,N,N,100.0
WEN,Wendy's Company (The),Wendy's Company (The) - Common Stock,Q,N,N,100.0
WERN,"Werner Enterprises, Inc.","Werner Enterprises, Inc. - Common Stock",Q,N,N,100.0
WEYS,"Weyco Group, Inc.","Weyco Group, Inc. - Common Stock",Q,N,N,100.0
WHF,"WhiteHorse Finance, Inc.","WhiteHorse Finance, Inc. - Common Stock",Q,N,N,100.0
WHLM,"Wilhelmina International, Inc.","Wilhelmina International, Inc. - Common Stock",S,N,N,100.0
WHLR,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Common Stock",S,N,N,100.0
WHLRP,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Preferred Stock",S,N,N,100.0
WILC,G. Willi,"G. Willi-Food International,  Ltd. - Ordinary Shares",S,N,N,100.0
WINA,Winmark Corporation,Winmark Corporation - Common Stock,G,N,N,100.0
WIRE,Encore Wire Corporation,Encore Wire Corporation - Common Stock,Q,N,N,100.0
WIX,Wix.com Ltd.,Wix.com Ltd. - Ordinary Shares,Q,N,N,100.0
WLDN,"Willdan Group, Inc.","Willdan Group, Inc. - Common Stock",G,N,N,100.0
WLFC,Willis Lease Finance Corporation,Willis Lease Finance Corporation - Common Stock,G,N,N,100.0
WOOD,iShares S&P Global Timber & Forestry Index Fund,iShares S&P Global Timber & Forestry Index Fund,G,N,N,100.0
WOOF,VCA Inc.,VCA Inc.  - Common Stock,Q,N,N,100.0
WPRT,Westport Innovations Inc,Westport Innovations Inc - Ordinary Shares,Q,N,N,100.0
WRLD,World Acceptance Corporation,World Acceptance Corporation - Common Stock,Q,N,N,100.0
WSBC,"WesBanco, Inc.","WesBanco, Inc. - Common Stock",Q,N,N,100.0
WSBF,"Waterstone Financial, Inc.","Waterstone Financial, Inc. - Common Stock",Q,N,N,100.0
WSFS,WSFS Financial Corporation,WSFS Financial Corporation - Common Stock,Q,N,N,100.0
WSTL,"Westell Technologies, Inc.","Westell Technologies, Inc. - Class A Common Stock",Q,N,N,100.0
WTBA,West Bancorporation,West Bancorporation - Common Stock,Q,N,N,100.0
WTFC,Wintrust Financial Corporation,Wintrust Financial Corporation - Common Stock,Q,N,N,100.0
WVFC,WVS Financial Corp.,WVS Financial Corp. - Common Stock,G,N,N,100.0
WVVI,"Willamette Valley Vineyards, Inc.","Willamette Valley Vineyards, Inc. - Common Stock",S,N,N,100.0
WWD,"Woodward, Inc.","Woodward, Inc. - Common Stock",Q,N,N,100.0
WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited - Common Stock",Q,N,N,100.0
XENE,Xenon Pharmaceuticals Inc.,Xenon Pharmaceuticals Inc. - Common Shares,G,N,N,100.0
XNCR,"Xencor, Inc.","Xencor, Inc. - Common Stock",G,N,N,100.0
XNET,Xunlei Limited,Xunlei Limited - American Depositary Receipts,Q,N,N,100.0
XOMA,XOMA Corporation,XOMA Corporation - Common Stock,G,N,N,100.0
XONE,The ExOne Company,The ExOne Company - Common Stock,Q,N,N,100.0
XRAY,DENTSPLY International Inc.,DENTSPLY International Inc. - Common Stock,Q,N,N,100.0
XTLB,XTL Biopharmaceuticals Ltd.,XTL Biopharmaceuticals Ltd. - American Depositary Shares,S,N,N,100.0
YNDX,Yandex N.V.,Yandex N.V. - Class A Ordinary Shares,Q,N,N,100.0
YORW,The York Water Company,The York Water Company - Common Stock,Q,N,N,100.0
YY,YY Inc.,YY Inc. - American Depositary Shares,Q,N,N,100.0
Z,"Zillow, Inc.","Zillow, Inc. - Class A Common Stock",Q,N,N,100.0
ZAZA,ZaZa Energy Corporation,ZaZa Energy Corporation - Common Stock,S,N,N,100.0
ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation - Class A Common Stock,Q,N,N,100.0
ZEUS,"Olympic Steel, Inc.","Olympic Steel, Inc. - Common Stock",Q,N,N,100.0
ZION,Zions Bancorporation,Zions Bancorporation - Common Stock,Q,N,N,100.0
ZIV,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily Inverse VIX Medium Term ETN,G,N,N,100.0
ZUMZ,Zumiez Inc.,Zumiez Inc. - Common Stock,Q,N,N,100.0
